1.0	0.719359762858386
1.375	0.747808417265332
1.75	1.259652711735038
2.125	1.201949924888723
2.5	1.4954945158572739
2.875	1.5450538725171323
3.25	1.9994725334447951
3.625	2.215217382679475
4.0	1.7058265755524307
4.375	2.3833401548894866
4.75	2.7663201082734847
5.125	2.841258950229961
5.5	3.382505590481094
5.875	2.6325726155216236
6.25	2.5625740350981294
6.625	3.116185280095292
7.0	3.0092136646347343
7.375	2.8004205697868008
7.75	3.7749785253868677
8.125	3.334165653717614
8.5	3.9511672213454196
8.875	3.4863482217761566
9.25	3.8051854928721154
9.625	4.3194479250511755
10.0	3.818370722193626
